time,car,microbus,autobus,camion
2015-03-26 10:49:00,12,1,0,0
2015-03-26 10:50:00,20,5,1,0
2015-03-26 10:51:00,23,3,1,2
2015-03-26 10:52:00,18,4,3,1
2015-03-26 10:53:00,20,4,1,0
2015-03-26 10:54:00,10,1,2,1
2015-03-26 10:55:00,13,2,4,0
2015-03-26 10:56:00,12,2,3,1
2015-03-26 10:57:00,14,2,1,1
2015-03-26 10:58:00,9,2,2,1
2015-03-26 10:59:00,2,0,2,0
2015-03-26 11:00:00,8,5,2,0
2015-03-26 11:01:00,14,3,4,2
2015-03-26 11:02:00,19,6,1,1
2015-03-26 11:03:00,14,4,1,0
2015-03-26 11:04:00,14,5,1,1
2015-03-26 11:05:00,10,6,2,0
2015-03-26 11:06:00,7,1,6,0
2015-03-26 11:07:00,16,3,1,0
2015-03-26 11:08:00,11,5,3,0
2015-03-26 11:09:00,18,3,1,1
2015-03-26 11:10:00,8,6,2,4
2015-03-26 11:11:00,21,2,0,0
2015-03-26 11:12:00,11,7,0,0
2015-03-26 11:13:00,20,4,1,1
2015-03-26 11:14:00,10,2,1,0
2015-03-26 11:15:00,17,1,1,1
2015-03-26 11:16:00,9,3,1,2
2015-03-26 11:17:00,13,3,2,0
2015-03-26 11:18:00,12,3,3,0
2015-03-26 11:19:00,9,3,2,1
2015-03-26 11:20:00,13,1,0,0
2015-03-26 11:21:00,15,4,0,0
2015-03-26 11:22:00,17,3,2,1
2015-03-26 11:23:00,19,4,0,1
2015-03-26 11:24:00,12,3,3,1
2015-03-26 11:25:00,12,2,0,0
2015-03-26 11:26:00,15,3,1,1
2015-03-26 11:27:00,9,1,4,0
2015-03-26 11:28:00,12,2,0,0
2015-03-26 11:30:02,15,6,1,0
2015-03-26 11:31:00,11,4,1,1
2015-03-26 11:32:00,14,1,1,0
2015-03-26 11:33:00,13,2,1,0
2015-03-26 11:34:00,22,2,1,0
2015-03-26 11:35:00,21,0,4,0
2015-03-26 11:36:00,11,1,3,1
2015-03-26 11:37:00,9,4,1,0
2015-03-26 11:38:00,13,4,4,0
2015-03-26 11:39:00,8,3,3,0
2015-03-26 11:40:00,14,3,1,2
2015-03-26 11:41:00,5,1,4,0
2015-03-26 11:42:00,16,4,3,1
2015-03-26 11:43:00,17,3,1,2
2015-03-26 11:44:00,9,2,0,0
2015-03-26 11:45:00,12,8,1,1
2015-03-26 11:46:00,13,2,1,1
2015-03-26 11:47:00,9,1,2,0
2015-03-26 11:48:00,11,3,0,1
2015-03-26 11:49:00,16,4,4,0
2015-03-26 11:50:00,17,4,3,2
2015-03-26 11:51:00,8,6,0,1
2015-03-26 11:52:00,14,0,0,0
2015-03-26 11:53:00,6,2,0,0
2015-03-26 11:54:00,19,0,1,0
2015-03-26 11:55:00,13,2,3,0
2015-03-26 11:56:00,13,6,2,1
2015-03-26 11:57:00,7,2,2,1
2015-03-26 11:58:00,9,5,1,0
2015-03-26 11:59:00,12,2,1,1
2015-03-26 12:00:10,11,3,0,0
2015-03-26 12:01:00,21,4,3,0
2015-03-26 12:02:00,12,5,1,1
2015-03-26 12:03:00,15,1,4,0
2015-03-26 12:04:00,6,0,0,2
2015-03-26 12:05:00,10,5,0,0
2015-03-26 12:06:00,12,6,2,0
2015-03-26 12:07:00,10,3,0,0
2015-03-26 12:08:00,10,4,3,2
2015-03-26 12:09:00,7,3,1,1
2015-03-26 12:10:00,12,3,3,2
2015-03-26 12:11:00,10,5,4,0
2015-03-26 12:12:00,9,2,2,0
2015-03-26 12:13:00,10,4,2,1
2015-03-26 12:14:00,14,3,0,0
2015-03-26 12:15:00,10,2,1,1
2015-03-26 12:16:00,15,2,1,1
2015-03-26 12:17:00,10,6,0,0
2015-03-26 12:18:00,8,3,2,0
2015-03-26 12:19:00,14,4,2,0
2015-03-26 12:20:00,8,1,3,1
2015-03-26 12:21:00,7,1,1,1
2015-03-26 12:22:43,6,2,1,0
2015-03-26 12:23:00,16,5,1,0
2015-03-26 12:24:00,7,1,1,0
2015-03-26 12:25:00,11,3,2,0
2015-03-26 12:26:00,17,2,0,0
2015-03-26 12:27:00,13,4,0,0
2015-03-26 12:28:00,10,0,1,2
2015-03-26 12:29:00,16,3,2,2
2015-03-26 12:30:43,15,4,3,1
2015-03-26 12:31:43,12,8,4,0
2015-03-26 12:32:43,14,3,0,1
2015-03-26 12:33:43,13,2,2,0
2015-03-26 12:34:43,16,2,0,1
2015-03-26 12:35:43,10,4,4,2
2015-03-26 12:36:43,13,1,2,1
2015-03-26 12:37:43,9,1,2,0
2015-03-26 12:38:43,12,3,4,0
2015-03-26 12:39:43,20,3,2,0
2015-03-26 12:40:43,15,5,2,0
2015-03-26 12:41:43,9,5,1,4
2015-03-26 12:42:43,13,3,2,1
2015-03-26 12:43:43,18,1,2,1
2015-03-26 12:44:43,10,6,1,0
2015-03-26 12:45:43,5,5,3,0
2015-03-26 12:46:43,10,2,2,2
2015-03-26 12:47:43,8,4,1,0
2015-03-26 12:48:43,9,6,1,0
2015-03-26 12:49:43,13,2,0,0
2015-03-26 12:50:43,11,5,0,0
2015-03-26 12:52:08,11,2,2,0
2015-03-26 12:53:08,22,4,2,0
2015-03-26 12:54:08,13,3,1,1
2015-03-26 12:55:08,15,3,0,1
2015-03-26 12:56:08,17,3,0,1
2015-03-26 12:57:08,21,4,3,1
2015-03-26 12:58:08,18,2,2,1
2015-03-26 12:59:08,15,6,4,2
2015-03-26 13:00:08,10,3,1,2
2015-03-26 13:01:08,9,3,0,2
2015-03-26 13:02:08,11,4,2,2
2015-03-26 13:03:08,9,4,3,1
2015-03-26 13:04:08,14,4,4,1
2015-03-26 13:05:08,6,2,1,0
2015-03-26 13:06:08,10,2,1,0
2015-03-26 13:07:08,9,6,1,0
2015-03-26 13:08:08,15,2,2,1
2015-03-26 13:09:08,13,3,1,1
2015-03-26 13:10:08,18,4,2,0
2015-03-26 13:11:08,6,3,1,2
2015-03-26 13:12:08,19,8,1,1
2015-03-26 13:13:08,13,0,0,1
2015-03-26 13:14:08,14,4,0,0
2015-03-26 13:15:08,12,6,1,0
2015-03-26 13:16:08,19,2,1,1
2015-03-26 13:17:08,14,5,1,2
2015-03-26 13:18:08,12,3,2,0
2015-03-26 13:19:08,14,6,2,1
2015-03-26 13:20:08,15,3,4,0
2015-03-26 13:22:00,19,9,3,0
2015-03-26 13:23:00,8,3,0,2
2015-03-26 13:24:00,11,5,0,0
2015-03-26 13:25:00,17,3,0,0
2015-03-26 13:26:00,14,6,1,2
2015-03-26 13:27:00,24,1,2,1
2015-03-26 13:28:00,7,4,2,1
2015-03-26 13:29:00,8,5,5,0
2015-03-26 13:30:00,14,2,0,0
2015-03-26 13:31:00,17,3,1,1
2015-03-26 13:32:00,14,3,1,0
2015-03-26 13:33:00,15,3,1,0
2015-03-26 13:34:00,10,0,1,1
2015-03-26 13:35:00,15,3,1,0
2015-03-26 13:36:00,14,3,2,0
2015-03-26 13:37:00,15,2,2,0
2015-03-26 13:38:00,11,3,1,1
2015-03-26 13:39:00,3,4,2,0
2015-03-26 13:40:00,18,4,1,1
2015-03-26 13:41:00,15,4,4,1
2015-03-26 13:42:00,13,2,1,1
2015-03-26 13:43:00,11,3,1,0
2015-03-26 13:44:00,9,4,2,0
2015-03-26 13:45:00,13,1,2,2
2015-03-26 13:46:00,16,7,4,0
2015-03-26 13:47:00,9,5,2,0
2015-03-26 13:48:00,15,2,2,0
2015-03-26 13:49:00,16,1,1,0
2015-03-26 13:50:00,12,2,3,0
2015-03-26 13:51:00,16,1,1,0
2015-03-26 13:52:17,7,4,3,0
2015-03-26 13:53:00,17,4,0,0
2015-03-26 13:54:00,17,2,0,0
2015-03-26 13:55:00,5,1,2,0
2015-03-26 13:56:00,20,2,1,0
2015-03-26 13:57:00,20,4,1,0
2015-03-26 13:58:00,6,6,0,0
2015-03-26 13:59:00,10,4,1,0
2015-03-26 14:00:00,17,6,2,0
2015-03-26 14:01:00,16,4,2,0
2015-03-26 14:02:00,24,3,0,0
2015-03-26 14:03:00,12,0,0,1
2015-03-26 14:04:00,10,2,5,0
2015-03-26 14:05:00,10,7,1,1
2015-03-26 14:06:00,18,5,1,1
2015-03-26 14:07:00,23,2,1,0
2015-03-26 14:08:00,14,5,2,1
2015-03-26 14:09:00,18,0,2,0
2015-03-26 14:10:00,13,4,3,0
2015-03-26 14:11:00,9,4,3,0
2015-03-26 14:12:00,17,3,0,0
2015-03-26 14:13:00,17,2,1,0
2015-03-26 14:14:00,11,2,3,1
2015-03-26 14:15:00,17,5,4,1
2015-03-26 14:16:00,29,6,2,0
2015-03-26 14:17:00,8,4,4,0
2015-03-26 14:18:00,13,6,1,1
2015-03-27 07:07:05,7,2,2,0
2015-03-27 07:08:00,8,3,0,0
2015-03-27 07:09:00,13,3,4,0
2015-03-27 07:10:00,20,4,5,0
2015-03-27 07:11:00,21,4,1,0
2015-03-27 07:12:00,10,2,0,0
2015-03-27 07:13:00,15,4,2,0
2015-03-27 07:14:00,24,5,2,0
2015-03-27 07:15:00,15,3,2,0
2015-03-27 07:16:00,18,1,1,0
2015-03-27 07:17:00,13,3,0,0
2015-03-27 07:18:00,14,4,5,0
2015-03-27 07:19:00,14,2,2,0
2015-03-27 07:20:00,16,2,3,0
2015-03-27 07:21:00,26,4,2,0
2015-03-27 07:22:00,20,0,2,0
2015-03-27 07:23:00,17,1,1,0
2015-03-27 07:24:00,12,1,2,0
2015-03-27 07:25:00,13,4,1,1
2015-03-27 07:26:00,12,1,1,0
2015-03-27 07:27:00,22,5,2,0
2015-03-27 07:28:00,12,2,2,1
2015-03-27 07:29:00,14,5,1,0
2015-03-27 07:30:00,21,8,1,0
2015-03-27 07:31:00,12,2,3,0
2015-03-27 07:32:00,21,6,2,0
2015-03-27 07:33:00,17,6,3,0
2015-03-27 07:34:00,21,3,3,0
2015-03-27 07:35:00,17,3,1,0
2015-03-27 07:36:57,5,1,1,0
2015-03-27 07:37:00,24,0,1,0
2015-03-27 07:38:00,19,3,1,0
2015-03-27 07:39:00,14,4,0,0
2015-03-27 07:40:00,19,5,0,2
2015-03-27 07:41:00,18,3,0,0
2015-03-27 07:42:00,19,3,6,0
2015-03-27 07:43:00,18,2,1,1
2015-03-27 07:44:00,25,0,1,0
2015-03-27 07:45:00,16,7,3,1
2015-03-27 07:46:00,31,3,0,0
2015-03-27 07:47:00,17,2,5,0
2015-03-27 07:48:00,21,1,3,0
2015-03-27 07:49:00,20,4,0,0
2015-03-27 07:50:00,29,4,1,0
2015-03-27 07:51:00,17,2,3,0
2015-03-27 07:52:00,19,4,1,0
2015-03-27 07:53:00,21,5,3,0
2015-03-27 07:54:00,22,1,1,0
2015-03-27 07:55:00,16,3,2,0
2015-03-27 07:56:00,23,5,1,0
2015-03-27 07:57:00,21,5,3,1
2015-03-27 07:58:00,19,5,1,0
2015-03-27 07:59:00,29,4,1,0
2015-03-27 08:00:00,18,4,2,0
2015-03-27 08:01:00,14,3,3,1
2015-03-27 08:02:00,14,1,3,2
2015-03-27 08:03:00,19,2,3,0
2015-03-27 08:04:00,23,4,1,0
2015-03-27 08:05:50,6,2,0,0
2015-03-27 08:06:00,17,3,1,1
2015-03-27 08:07:00,17,6,2,0
2015-03-27 08:08:00,22,1,0,0
2015-03-27 08:09:00,20,4,1,0
2015-03-27 08:10:00,24,2,1,0
2015-03-27 08:11:00,26,1,2,0
2015-03-27 08:12:00,17,6,2,0
2015-03-27 08:13:00,22,4,0,1
2015-03-27 08:14:00,15,6,6,0
2015-03-27 08:15:00,22,2,3,0
2015-03-27 08:16:00,22,5,1,0
2015-03-27 08:17:00,19,5,1,0
2015-03-27 08:18:00,24,3,0,0
2015-03-27 08:19:00,20,2,4,1
2015-03-27 08:20:00,23,3,1,1
2015-03-27 08:21:00,15,2,4,1
2015-03-27 08:22:00,17,2,0,1
2015-03-27 08:23:00,27,5,0,0
2015-03-27 08:24:00,16,4,2,0
2015-03-27 08:25:00,21,5,3,0
2015-03-27 08:26:00,25,7,1,0
2015-03-27 08:27:00,24,4,2,1
2015-03-27 08:28:00,19,2,5,0
2015-03-27 08:29:00,15,4,2,0
2015-03-27 08:30:00,27,3,1,0
2015-03-27 08:31:00,27,2,1,0
2015-03-27 08:32:00,24,8,1,2
2015-03-27 08:33:00,14,4,2,1
2015-03-27 08:34:00,12,1,1,0
2015-03-27 08:35:09,14,4,1,0
2015-03-27 08:36:00,32,3,0,1
2015-03-27 08:37:00,17,1,2,1
2015-03-27 08:38:00,30,4,1,1
2015-03-27 08:39:00,19,4,2,0
2015-03-27 08:40:00,22,7,2,1
2015-03-27 08:41:00,14,4,5,0
2015-03-27 08:42:00,14,5,3,0
2015-03-27 08:43:00,25,2,0,0
2015-03-27 08:44:00,26,2,3,2
2015-03-27 08:45:00,20,7,0,1
2015-03-27 08:46:00,25,2,2,1
2015-03-27 08:47:00,18,3,3,0
2015-03-27 08:48:00,18,0,2,0
2015-03-27 08:49:00,18,3,1,0
2015-03-27 08:50:00,19,2,3,1
2015-03-27 08:51:00,28,5,1,4
2015-03-27 08:52:00,19,4,3,0
2015-03-27 08:53:00,25,2,2,0
2015-03-27 08:54:00,20,4,4,0
2015-03-27 08:55:00,24,2,1,1
2015-03-27 08:56:00,15,2,6,0
2015-03-27 08:57:00,20,3,2,0
2015-03-27 08:58:00,16,1,2,0
2015-03-27 08:59:00,24,2,0,0
2015-03-27 09:00:00,24,5,1,0
2015-03-27 09:01:00,20,6,1,0
2015-03-27 09:02:00,34,5,2,1
2015-03-27 09:03:00,11,5,2,1
2015-03-27 09:04:00,12,2,1,0
2015-03-27 09:05:14,21,3,3,1
2015-03-27 09:06:00,18,4,0,0
2015-03-27 09:07:00,18,3,0,0
2015-03-27 09:08:00,12,0,0,0
2015-03-27 09:09:00,22,3,3,2
2015-03-27 09:10:00,13,5,2,0
2015-03-27 09:11:00,22,3,0,0
2015-03-27 09:12:00,16,3,1,0
2015-03-27 09:13:00,21,5,2,0
2015-03-27 09:14:00,20,2,3,1
2015-03-27 09:15:00,24,1,2,1
2015-03-27 09:16:00,13,3,5,0
2015-03-27 09:17:00,16,5,2,1
2015-03-27 09:18:00,19,5,1,0
2015-03-27 09:19:00,10,3,6,2
2015-03-27 09:20:00,20,3,1,0
2015-03-27 09:21:00,18,3,0,2
2015-03-27 09:22:00,21,3,1,0
2015-03-27 09:23:00,16,1,0,1
2015-03-27 09:24:00,23,4,2,0
2015-03-27 09:25:00,17,2,3,1
2015-03-27 09:26:00,25,6,2,0
2015-03-27 09:27:00,16,3,3,0
2015-03-27 09:28:00,22,4,1,1
2015-03-27 09:29:00,18,5,0,1
2015-03-27 09:30:00,16,1,1,1
2015-03-27 09:31:00,27,2,2,0
2015-03-27 09:32:00,16,4,2,1
2015-03-27 09:33:00,18,3,1,0
2015-03-27 09:34:00,10,3,0,0
2015-03-27 09:35:10,15,3,1,0
2015-03-27 09:36:00,20,2,1,2
2015-03-27 09:37:00,16,3,1,1
2015-03-27 09:38:00,14,4,0,0
2015-03-27 09:39:00,18,2,1,1
2015-03-27 09:40:00,20,3,0,1
2015-03-27 09:41:00,8,3,1,0
2015-03-27 09:42:00,13,2,0,1
2015-03-27 09:43:00,16,3,4,0
2015-03-27 09:44:00,15,3,2,1
2015-03-27 09:45:00,26,3,0,1
2015-03-27 09:46:00,27,1,3,0
2015-03-27 09:47:00,11,7,1,0
2015-03-27 09:48:00,16,3,2,0
2015-03-27 09:49:00,12,2,1,0
2015-03-27 09:50:00,13,2,4,4
2015-03-27 09:51:00,13,4,2,3
2015-03-27 09:52:00,20,2,1,0
2015-03-27 09:53:00,12,5,0,0
2015-03-27 09:54:00,13,4,1,1
2015-03-27 09:55:00,11,3,1,0
2015-03-27 09:56:00,14,2,1,2
2015-03-27 09:57:00,16,2,3,1
2015-03-27 09:58:00,14,4,0,0
2015-03-27 09:59:00,7,3,1,2
2015-03-27 10:00:00,8,1,1,1
2015-03-27 10:01:00,7,4,4,0
2015-03-27 10:02:00,12,5,2,1
2015-03-27 10:03:00,12,2,2,1
2015-03-27 10:04:00,13,1,1,0
2015-03-27 10:05:12,10,4,1,0
2015-03-27 10:06:00,17,2,1,0
2015-03-27 10:07:00,18,5,0,1
2015-03-27 10:08:00,19,3,3,0
2015-03-27 10:09:00,13,7,1,0
2015-03-27 10:10:00,17,3,0,2
2015-03-27 10:11:00,9,3,4,0
2015-03-27 10:12:00,17,5,1,0
2015-03-27 10:13:00,14,0,1,1
2015-03-27 10:14:00,13,5,0,0
2015-03-27 10:15:00,12,1,1,0
2015-03-27 10:16:00,20,4,2,0
2015-03-27 10:17:00,17,3,1,0
2015-03-27 10:18:00,10,1,1,0
2015-03-27 10:19:00,13,0,1,0
2015-03-27 10:20:00,14,5,2,0
2015-03-27 10:21:00,16,3,3,3
2015-03-27 10:22:00,14,5,0,0
2015-03-27 10:23:00,19,0,2,1
2015-03-27 10:24:00,14,4,2,1
2015-03-27 10:25:00,16,1,5,0
2015-03-27 10:26:00,15,4,2,0
2015-03-27 10:27:00,11,2,1,0
2015-03-27 10:28:00,13,2,2,2
2015-03-27 10:29:00,16,4,0,1
2015-03-27 10:31:00,11,3,1,1
2015-03-27 10:31:00,17,4,3,0
2015-03-27 10:32:00,22,3,2,1
2015-03-27 10:33:00,11,5,1,0
2015-03-27 10:34:00,14,3,2,0
2015-03-27 10:35:15,9,2,0,2
2015-03-27 10:36:00,13,4,0,1
2015-03-27 10:37:00,15,4,2,1
2015-03-27 10:38:00,13,1,5,0
2015-03-27 10:39:00,14,4,0,0
2015-03-27 10:40:00,10,5,0,1
2015-03-27 10:41:00,14,0,0,0
2015-03-27 10:42:00,11,3,1,0
2015-03-27 10:43:00,14,5,3,0
2015-03-27 10:44:00,10,8,1,1
2015-03-27 10:45:00,15,0,2,0
2015-03-27 10:46:00,13,3,3,0
2015-03-27 10:47:00,14,5,2,1
2015-03-27 10:48:00,19,0,4,1
2015-03-27 10:49:00,16,4,2,0
2015-03-27 10:50:00,11,4,3,1
2015-03-27 10:51:00,9,4,1,1
2015-03-27 10:52:00,16,7,3,1
2015-03-27 10:53:00,18,2,0,1
2015-03-27 10:54:00,8,2,2,2
2015-03-27 10:55:00,23,4,1,0
2015-03-27 10:56:00,14,2,2,0
2015-03-27 10:57:00,18,0,0,1
2015-03-27 10:58:00,14,0,1,1
2015-03-27 10:59:00,14,2,1,0
2015-03-27 11:00:00,11,3,3,1
2015-03-27 11:01:00,17,5,0,3
2015-03-27 11:02:00,17,4,3,0
2015-03-27 11:03:00,14,5,2,1
2015-03-27 11:04:00,9,8,1,0
2015-03-27 11:05:32,5,2,2,0
2015-03-27 11:06:00,15,0,3,2
2015-03-27 11:07:00,14,4,3,1
2015-03-27 11:08:00,15,5,1,0
2015-03-27 11:09:00,8,2,1,1
2015-03-27 11:10:00,21,6,1,2
2015-03-27 11:11:00,19,5,1,0
2015-03-27 11:12:00,19,3,1,1
2015-03-27 11:13:00,13,4,2,0
2015-03-27 11:14:00,12,3,0,1
2015-03-27 11:15:00,11,1,3,0
2015-03-27 11:16:00,12,1,0,0
2015-03-27 11:17:00,14,3,1,2
2015-03-27 11:18:00,18,4,2,0
2015-03-27 11:19:00,11,4,2,0
2015-03-27 11:20:00,15,3,3,0
2015-03-27 11:21:00,14,2,1,1
2015-03-27 11:22:00,10,3,0,2
2015-03-27 11:23:00,13,3,2,1
2015-03-27 11:24:00,22,5,0,1
2015-03-27 11:25:00,14,4,1,0
2015-03-27 11:26:00,13,5,1,1
2015-03-27 11:27:00,11,3,1,0
2015-03-27 11:28:00,9,2,2,0
2015-03-27 11:29:00,7,4,0,1
2015-03-27 11:30:00,8,0,3,0
2015-03-27 11:31:00,12,5,2,0
2015-03-27 11:32:00,10,7,1,1
2015-03-27 11:33:00,18,4,0,2
2015-03-27 11:34:00,8,1,0,1
2015-03-27 11:35:10,11,2,3,0
2015-03-27 11:36:00,8,2,4,0
2015-03-27 11:37:00,17,8,2,0
2015-03-27 11:38:00,8,1,4,0
2015-03-27 11:39:00,19,1,0,0
2015-03-27 11:40:00,16,4,0,0
2015-03-27 11:41:00,8,2,4,2
2015-03-27 11:42:00,13,4,1,1
2015-03-27 11:43:00,15,4,0,1
2015-03-27 11:44:00,15,1,1,1
2015-03-27 11:45:00,13,4,2,1
2015-03-27 11:46:00,10,5,3,1
2015-03-27 11:47:00,12,3,1,0
2015-03-27 11:48:00,16,5,0,2
2015-03-27 11:49:00,9,3,1,0
2015-03-27 11:50:00,9,2,1,0
2015-03-27 11:51:00,7,6,0,1
2015-03-27 11:52:00,16,1,2,0
2015-03-27 11:53:00,6,5,2,0
2015-03-27 11:54:00,16,4,1,1
2015-03-27 11:55:00,16,4,1,2
2015-03-27 11:56:00,14,4,3,1
2015-03-27 11:57:00,14,1,2,1
2015-03-27 11:58:00,21,3,0,1
2015-03-27 11:59:00,13,3,0,0
2015-03-27 12:00:00,10,1,2,0
2015-03-27 12:01:00,12,2,0,1
2015-03-27 12:02:00,10,4,6,1
2015-03-27 12:03:00,11,3,2,0
2015-03-27 12:04:00,5,2,4,0
2015-03-27 12:05:06,11,6,0,0
2015-03-27 12:06:00,17,2,2,2
2015-03-27 12:07:00,12,5,2,2
2015-03-27 12:08:00,15,2,4,0
2015-03-27 12:09:00,20,3,4,0
2015-03-27 12:10:00,16,3,2,3
2015-03-27 12:11:00,13,4,1,0
2015-03-27 12:12:00,17,3,0,0
2015-03-27 12:13:00,9,0,1,1
2015-03-27 12:14:00,13,6,0,0
2015-03-27 12:15:00,10,2,1,0
2015-03-27 12:16:00,14,3,1,1
2015-03-27 12:17:00,7,5,0,1
2015-03-27 12:18:00,12,3,3,1
2015-03-27 12:19:00,8,1,2,2
2015-03-27 12:20:00,10,2,1,0
2015-03-27 12:21:00,11,1,2,1
2015-03-27 12:22:00,13,3,1,0
2015-03-27 12:23:00,8,4,2,0
2015-03-27 12:24:00,15,6,0,1
2015-03-27 12:25:00,19,3,3,0
2015-03-27 12:26:00,10,2,2,0
2015-03-27 12:27:00,11,2,3,1
2015-03-27 12:28:00,15,2,1,2
2015-03-27 12:29:00,13,3,0,0
2015-03-27 12:30:00,14,1,0,0
2015-03-27 12:31:00,12,4,3,0
2015-03-27 12:32:00,12,2,2,0
2015-03-27 12:33:00,15,3,0,1
2015-03-27 12:34:00,13,2,2,0
2015-03-27 12:36:17,9,2,0,1
2015-03-27 12:37:00,10,2,1,0
2015-03-27 12:38:00,8,4,2,2
2015-03-27 12:39:00,14,3,1,1
2015-03-27 12:40:00,11,2,3,2
2015-03-27 12:41:00,8,3,0,0
2015-03-27 12:42:00,6,3,1,0
2015-03-27 12:43:00,18,5,1,0
2015-03-27 12:44:00,20,4,0,0
2015-03-27 12:45:00,5,4,2,0
2015-03-27 12:46:00,12,0,0,0
2015-03-27 12:47:00,14,2,1,0
2015-03-27 12:48:00,17,3,2,2
2015-03-27 12:49:00,13,4,1,0
2015-03-27 12:50:00,10,4,1,0
2015-03-27 12:51:00,11,7,3,0
2015-03-27 12:52:00,8,2,2,1
2015-03-27 12:53:00,13,5,1,1
2015-03-27 12:54:00,14,3,2,0
2015-03-27 12:55:00,16,1,0,0
2015-03-27 12:56:00,9,2,4,1
2015-03-27 12:57:00,13,3,7,0
2015-03-27 12:58:00,16,2,0,1
2015-03-27 12:59:00,11,9,1,0
2015-03-27 13:00:00,13,2,0,0
2015-03-27 13:01:00,17,3,1,0
2015-03-27 13:02:00,9,2,3,1
2015-03-27 13:03:00,13,5,3,1
2015-03-27 13:04:00,14,0,3,1
2015-03-27 13:05:00,8,2,1,1
2015-03-27 13:06:27,11,2,2,1
2015-03-27 13:07:00,15,5,2,0
2015-03-27 13:08:00,19,5,1,0
2015-03-27 13:09:00,13,7,0,0
2015-03-27 13:10:00,16,4,1,2
2015-03-27 13:11:00,16,2,2,1
2015-03-27 13:12:00,8,4,1,1
2015-03-27 13:13:00,12,5,3,0
2015-03-27 13:14:00,10,4,2,0
2015-03-27 13:15:00,15,7,1,1
2015-03-27 13:16:00,12,6,0,0
2015-03-27 13:17:00,5,3,1,0
2015-03-27 13:18:00,12,5,3,1
2015-03-27 13:19:00,4,1,3,0
